date,samsung,kospi200,dividends yields(annualized),delta_samsung,delta_kospi,vol_samsung,vol_kospi,corr,spot,pnl
2022-11-08,"61,800",312.0,2.61,,,0.2707,0.1874,0.7705,,
2022-11-09,"62,000",315.0,2.61,,,0.2815,0.1884,0.7885,,
2022-11-10,"60,400",311.0,2.61,,,0.2732,0.1864,0.781,,
2022-11-11,"62,900",323.0,2.61,,,0.2837,0.1874,0.7981,,
2022-11-14,"61,900",322.0,2.61,,,0.3171,0.2339,0.8511,,
2022-11-15,"62,400",322.0,2.61,,,0.3138,0.2272,0.8436,,
2022-11-16,"62,700",322.0,2.61,,,0.3057,0.2201,0.839,,
2022-11-17,"61,400",317.0,2.61,,,0.297,0.2135,0.8374,,
2022-11-18,"61,800",317.0,2.61,,,0.2992,0.2157,0.8498,,
2022-11-21,"61,400",315.0,2.61,,,0.2912,0.2092,0.8466,,
2022-11-22,"60,600",312.0,2.61,,,0.2835,0.2043,0.8477,,
2022-11-23,"61,000",314.0,2.61,,,0.2795,0.2015,0.853,,
2022-11-24,"61,400",317.0,2.61,,,0.2723,0.197,0.8544,,
2022-11-25,"61,000",316.0,2.61,,,0.2651,0.1945,0.853,,
2022-11-28,"60,100",312.0,2.61,,,0.2583,0.1889,0.8535,,
2022-11-29,"60,600",316.0,2.61,,,0.257,0.1898,0.8615,,
2022-11-30,"62,200",321.0,2.61,,,0.2513,0.1906,0.8584,,
2022-12-01,"62,600",322.0,2.61,,,0.2638,0.1946,0.8728,,
2022-12-02,"60,400",315.0,2.61,,,0.257,0.189,0.8734,,
2022-12-05,"60,300",314.0,2.61,,,0.2854,0.2022,0.8971,,
2022-12-06,"59,200",310.0,2.61,,,0.2768,0.1965,0.8966,,
2022-12-07,"58,900",308.0,2.61,,,0.2777,0.1968,0.9033,,
2022-12-08,"59,200",308.0,2.61,,,0.27,0.1925,0.9027,,
2022-12-09,"60,400",312.0,2.61,,,0.2626,0.1867,0.9002,,
2022-12-12,"59,500",310.0,2.61,,,0.2663,0.1882,0.9075,,
2022-12-13,"59,700",310.0,2.61,,,0.2646,0.1838,0.9071,,
2022-12-14,"60,500",313.0,2.61,,,0.2569,0.1783,0.906,,
2022-12-15,"59,300",308.0,2.61,,,0.2544,0.1767,0.9099,,
2022-12-16,"59,500",307.0,2.61,,,0.2587,0.1824,0.9183,,
2022-12-19,"59,500",307.0,2.61,,,0.2512,0.1774,0.9111,,
2022-12-20,"58,600",304.0,2.61,,,0.2434,0.1719,0.9109,,
2022-12-21,"58,000",303.0,2.61,,,0.2434,0.1712,0.9154,,
2022-12-22,"59,100",307.0,2.61,,,0.2393,0.1663,0.9129,,
2022-12-23,"58,100",302.0,2.61,,,0.2433,0.1692,0.9208,,
2022-12-26,"57,900",302.0,2.61,,,0.245,0.176,0.9243,,
2022-12-27,"58,100",304.0,2.61,,,0.2379,0.1706,0.9229,,
2022-12-28,"56,600",297.0,2.61,,,0.2312,0.1674,0.9194,,
2022-12-29,"55,300",291.0,2.61,,,0.2461,0.1859,0.9324,,
2023-01-02,"55,500",290.0,1.84,,,0.2551,0.1969,0.9408,,
2023-01-03,"55,400",290.0,1.84,,,0.2477,0.1913,0.9328,,
2023-01-04,"57,800",296.0,1.84,,,0.2402,0.1856,0.9323,,
2023-01-05,"58,200",298.0,1.84,,,0.2854,0.1968,0.9298,,
2023-01-06,"59,000",302.0,1.84,,,0.2782,0.1926,0.9302,,
2023-01-09,"60,700",310.0,1.84,,,0.2747,0.1937,0.931,,
2023-01-10,"60,400",310.0,1.84,,,0.2883,0.2135,0.9386,,
2023-01-11,"60,500",310.0,1.84,,,0.2802,0.207,0.9365,,
2023-01-12,"60,500",311.0,1.84,,,0.2717,0.2007,0.9361,,
2023-01-13,"60,800",314.0,1.84,,,0.2635,0.195,0.9343,,
2023-01-16,"61,100",316.0,1.84,,,0.2565,0.1927,0.9279,,
2023-01-17,"61,000",314.0,1.84,,,0.2493,0.1886,0.928,,
2023-01-18,"60,400",312.0,1.84,,,0.2416,0.1844,0.9226,,
2023-01-19,"61,500",314.0,1.84,,,0.2373,0.1805,0.924,,
2023-01-20,"61,800",316.0,1.84,,,0.2406,0.1768,0.9163,,
2023-01-25,"63,400",321.0,1.84,,,0.234,0.1731,0.9154,,
2023-01-26,"63,900",326.0,1.84,,,0.2477,0.1786,0.9251,,
2023-01-27,"64,600",328.0,1.84,,,0.2421,0.1833,0.9084,,
2023-01-30,"63,300",323.0,1.84,,,0.2385,0.1793,0.9096,,
2023-01-31,"61,000",317.0,1.84,,,0.2443,0.1838,0.9191,,
2023-02-01,"61,800",321.0,1.84,,,0.2772,0.1925,0.9235,,
2023-02-02,"63,500",324.0,1.84,,,0.2735,0.1929,0.925,,
2023-02-03,"63,800",326.0,1.84,,,0.2854,0.1905,0.9139,,
2023-02-06,"61,600",319.0,1.84,,,0.2773,0.1863,0.9128,,
2023-02-07,"61,900",321.0,1.84,,,0.3015,0.1993,0.9292,,
2023-02-08,"63,100",326.0,1.84,,,0.2929,0.1948,0.9279,,
2023-02-09,"63,000",325.0,1.84,,,0.2937,0.1982,0.9324,,
2023-02-10,"62,800",324.0,1.84,,,0.2848,0.1925,0.9315,,
2023-02-13,"62,900",322.0,1.84,,,0.2764,0.1871,0.9318,,
2023-02-14,"63,200",323.0,1.84,,,0.268,0.183,0.9203,,
2023-02-15,"62,200",318.0,1.84,,,0.2605,0.1778,0.9207,,
2023-02-16,"63,700",324.0,1.84,,,0.2601,0.1827,0.9226,,
2023-02-17,"62,600",321.0,1.84,,,0.2686,0.1915,0.9321,,
2023-02-20,"62,700",322.0,1.84,,,0.2692,0.1891,0.9332,,
2023-02-21,"62,100",322.0,1.84,,,0.261,0.1838,0.9329,,
2023-02-22,"61,100",316.0,1.84,,,0.2558,0.1782,0.9229,,
2023-02-23,"62,000",319.0,1.84,,,0.2559,0.1876,0.9198,,
2023-02-24,"61,300",317.0,1.84,,,0.2545,0.1855,0.923,,
2023-02-27,"60,500",314.0,1.84,,,0.2507,0.1816,0.924,,
2023-02-28,"60,600",315.0,1.84,,,0.2484,0.1798,0.9272,,
2023-03-02,"60,800",316.0,1.84,,,0.241,0.175,0.9265,,
2023-03-03,"60,500",316.0,1.84,,,0.2339,0.1699,0.9265,,
2023-03-06,"61,500",321.0,1.84,,,0.2276,0.1648,0.9233,,
2023-03-07,"60,700",320.0,1.84,,,0.2298,0.1712,0.9276,,
2023-03-08,"60,300",315.0,1.84,,,0.2285,0.1662,0.9182,,
2023-03-09,"60,100",314.0,1.84,,,0.2229,0.1724,0.8935,,
2023-03-10,"59,500",311.0,1.84,,,0.2165,0.1676,0.8939,,
2023-03-13,"60,000",313.0,1.84,,,0.2136,0.1668,0.8976,,
2023-03-14,"59,000",306.0,1.84,,,0.2096,0.1635,0.8997,,
2023-03-15,"59,800",309.0,1.84,,,0.2139,0.1816,0.898,,
2023-03-16,"59,900",308.0,1.84,,,0.2135,0.1799,0.9025,,
2023-03-17,"61,300",312.0,1.84,,,0.2071,0.1748,0.8973,,
2023-03-20,"60,200",309.0,1.84,,,0.2199,0.1768,0.9012,,
2023-03-21,"60,300",310.0,1.84,,,0.2245,0.1755,0.9029,,
2023-03-22,"61,100",314.0,1.84,,,0.2178,0.1706,0.9021,,
2023-03-23,"62,300",316.0,1.84,,,0.2173,0.1727,0.9078,,
2023-03-24,"63,000",314.0,1.84,,,0.2239,0.1693,0.8946,,
2023-03-27,"62,100",313.0,1.84,,,0.2213,0.166,0.8378,,
2023-03-28,"62,900",316.0,1.84,,,0.2218,0.1616,0.8276,,
2023-03-29,"62,700",317.0,1.84,,,0.2207,0.1608,0.837,,
2023-03-30,"63,200",318.0,1.84,,,0.2144,0.1566,0.8288,,
2023-03-31,"64,000",322.0,1.84,,,0.21,0.1521,0.8286,,
2023-04-03,"63,100",320.0,1.84,,,0.2095,0.1553,0.838,,
2023-04-04,"63,600",322.0,1.84,,,0.2108,0.1527,0.841,,
2023-04-05,"63,900",324.0,1.84,,,0.2063,0.1498,0.8441,,
2023-04-06,"62,300",318.0,1.84,,,0.2008,0.1472,0.8443,,
2023-04-07,"65,000",323.0,1.84,,,0.2182,0.1601,0.8762,,
2023-04-10,"65,700",326.0,1.84,,,0.2683,0.1668,0.8673,,
2023-04-11,"65,900",331.0,1.84,,,0.2634,0.1656,0.8704,,
2023-04-12,"66,000",332.0,1.84,,,0.2557,0.1711,0.8317,,
2023-04-13,"66,100",333.0,1.84,,,0.248,0.1664,0.8312,,
2023-04-14,"65,100",334.0,1.84,,,0.2405,0.1616,0.8305,,
2023-04-17,"65,300",334.0,1.84,,,0.2406,0.1572,0.784,,
2023-04-18,"65,600",334.0,1.84,,,0.2336,0.1524,0.7834,,
2023-04-19,"65,500",334.0,1.84,,,0.2271,0.1477,0.7809,,
2023-04-20,"65,300",333.0,1.84,,,0.2203,0.1432,0.7806,,
2023-04-21,"65,700",331.0,1.84,,,0.2141,0.1393,0.7812,,
2023-04-24,"65,200",329.0,1.84,,,0.2087,0.1371,0.7455,,
2023-04-25,"63,600",324.0,1.84,,,0.2048,0.135,0.7514,,
2023-04-26,"64,100",324.0,1.84,,,0.2206,0.1439,0.7959,,
2023-04-27,"64,600",325.0,1.84,,,0.2164,0.1395,0.7886,,
2023-04-28,"65,500",326.0,1.84,,,0.2119,0.1358,0.7903,,
2023-05-02,"65,700",329.0,1.84,,,0.2121,0.1322,0.7839,,
2023-05-03,"65,400",327.0,1.84,,,0.2059,0.1329,0.7693,,
2023-05-04,"65,100",326.0,1.84,,,0.2005,0.131,0.7698,,
2023-05-08,"65,900",329.0,1.84,,,0.1952,0.1276,0.7717,,
2023-05-09,"65,300",328.0,1.84,,,0.1951,0.1288,0.7868,,
2023-05-10,"64,600",326.0,1.84,,,0.1926,0.1254,0.7874,,
2023-05-11,"64,200",325.0,1.84,,,0.1912,0.1239,0.7956,,
2023-05-12,"64,100",324.0,1.84,,,0.1872,0.1207,0.7983,,
2023-05-15,"64,500",324.0,1.84,,,0.1819,0.1183,0.798,,
2023-05-16,"65,400",325.0,1.84,,,0.1775,0.114,0.7891,,
2023-05-17,"65,000",327.0,1.84,,,0.1803,0.1111,0.7809,,
2023-05-18,"66,200",330.0,1.84,,,0.1764,0.1104,0.7263,,
2023-05-19,"68,400",334.0,1.84,,,0.1854,0.1129,0.7579,,
2023-05-22,"68,500",336.0,1.84,,,0.22,0.1189,0.7958,,
2023-05-23,"68,400",337.0,1.84,,,0.2134,0.1176,0.7852,,
2023-05-24,"68,500",336.0,1.84,,,0.207,0.1147,0.7782,,
2023-05-25,"68,800",335.0,1.84,,,0.2008,0.1117,0.7707,,
2023-05-26,"70,300",337.0,1.84,,,0.1954,0.109,0.7541,,
2023-05-30,"72,300",342.0,1.84,,,0.2072,0.1081,0.7603,,
2023-05-31,"71,400",339.0,1.84,,,0.2286,0.1195,0.8152,,
2023-06-01,"70,900",338.0,1.84,,,0.2269,0.1208,0.8242,,
2023-06-02,"72,200",343.0,1.84,,,0.2218,0.1178,0.8264,,
2023-06-05,"71,700",344.0,1.84,,,0.2262,0.1276,0.8416,,
2023-06-07,"71,000",343.0,1.84,,,0.2213,0.1244,0.8212,,
2023-06-08,"70,900",343.0,1.84,,,0.2176,0.1209,0.8208,,
2023-06-09,"72,000",347.0,1.84,,,0.2111,0.1173,0.8207,,
2023-06-12,"71,000",345.0,1.84,,,0.2132,0.1223,0.8355,,
2023-06-13,"72,000",346.0,1.84,,,0.2137,0.1207,0.8413,,
2023-06-14,"71,900",345.0,1.84,,,0.2143,0.1176,0.8345,,
2023-06-15,"71,500",343.0,1.84,,,0.2078,0.1145,0.8326,,
2023-06-16,"71,800",345.0,1.84,,,0.2026,0.1133,0.8324,,
2023-06-19,"71,200",343.0,1.84,,,0.1971,0.1122,0.8293,,
2023-06-20,"71,400",343.0,1.84,,,0.194,0.1112,0.8347,,
2023-06-21,"70,500",339.0,1.84,,,0.1883,0.1077,0.833,,
2023-06-22,"71,300",341.0,1.84,,,0.1891,0.1139,0.8414,,
2023-06-23,"71,600",338.0,1.84,,,0.1886,0.1128,0.8486,,
2023-06-26,"72,400",340.0,1.84,,,0.1835,0.1146,0.7796,,
2023-06-27,"72,600",340.0,1.84,,,0.1832,0.1135,0.7899,,
2023-06-28,"72,700",338.0,1.84,,,0.1779,0.1101,0.7884,,
2023-06-29,"72,400",336.0,1.84,,,0.1725,0.1091,0.7636,,
2023-06-30,"72,200",338.0,1.84,,,0.168,0.1083,0.763,,
2023-07-03,"73,000",343.0,1.84,,,0.1634,0.1077,0.7304,,
2023-07-04,"73,000",342.0,1.84,,,0.1641,0.119,0.7437,,
2023-07-05,"72,000",339.0,1.84,,,0.1589,0.1157,0.7393,,
2023-07-06,"71,600",336.0,1.84,,,0.1631,0.1173,0.7639,,
2023-07-07,"69,900",332.0,1.84,,,0.1603,0.1191,0.7644,,
2023-07-10,"69,500",331.0,1.84,,,0.1808,0.1243,0.7997,,
2023-07-11,"71,500",337.0,1.84,,,0.1767,0.1211,0.8019,,
2023-07-12,"71,900",339.0,1.84,,,0.204,0.1369,0.8565,,
2023-07-13,"71,900",341.0,1.84,,,0.1987,0.1344,0.8571,,
2023-07-14,"73,400",347.0,1.84,,,0.1927,0.1323,0.8442,,
2023-07-17,"73,300",346.0,1.84,,,0.2033,0.1451,0.8702,,
2023-07-18,"72,000",343.0,1.84,,,0.1972,0.1412,0.8693,,
2023-07-19,"71,700",343.0,1.84,,,0.2035,0.141,0.8752,,
2023-07-20,"71,000",342.0,1.84,,,0.1979,0.1367,0.8721,,
2023-07-21,"70,300",342.0,1.84,,,0.1957,0.133,0.869,,
2023-07-24,"70,400",344.0,1.84,,,0.1936,0.1289,0.8516,,
2023-07-25,"70,000",345.0,1.84,,,0.1877,0.127,0.8428,,
2023-07-26,"69,800",341.0,1.84,,,0.1836,0.1238,0.8225,,
2023-07-27,"71,700",345.0,1.84,,,0.1781,0.1283,0.7894,,
2023-07-28,"70,600",344.0,1.84,,,0.2018,0.1323,0.8121,,
2023-07-31,"69,800",346.0,1.84,,,0.2048,0.1289,0.7992,,
2023-08-01,"71,100",351.0,1.84,,,0.2037,0.127,0.7294,,
2023-08-02,"69,900",344.0,1.84,,,0.2098,0.1351,0.7649,,
2023-08-03,"68,800",342.0,1.84,,,0.2141,0.1526,0.783,,
2023-08-04,"68,300",341.0,1.84,,,0.2163,0.1497,0.785,,
2023-08-07,"68,500",340.0,1.84,,,0.212,0.1457,0.7866,,
2023-08-08,"67,600",338.0,1.84,,,0.2055,0.1416,0.7778,,
2023-08-09,"68,900",342.0,1.84,,,0.2059,0.1392,0.7842,,
2023-08-10,"68,000",340.0,1.84,,,0.2128,0.1424,0.8078,,
2023-08-11,"67,500",339.0,1.84,,,0.2126,0.14,0.8128,,
2023-08-14,"67,300",336.0,1.84,,,0.2081,0.1362,0.8136,,
2023-08-16,"67,000",331.0,1.84,,,0.2021,0.1365,0.8004,,
2023-08-17,"66,700",330.0,1.84,,,0.1967,0.1447,0.7654,,
2023-08-18,"66,300",328.0,1.84,,,0.1916,0.1408,0.7674,,
2023-08-21,"66,600",329.0,1.84,,,0.1872,0.1385,0.7713,,
2023-08-22,"66,600",330.0,1.84,,,0.1822,0.1347,0.773,,
2023-08-23,"67,100",329.0,1.84,,,0.1767,0.1312,0.7698,,
2023-08-24,"68,200",334.0,1.84,,,0.1738,0.1279,0.7406,,
2023-08-25,"67,100",330.0,1.84,,,0.18,0.137,0.7769,,
2023-08-28,"66,800",333.0,1.84,,,0.1856,0.1409,0.8021,,
2023-08-29,"66,800",334.0,1.84,,,0.1808,0.141,0.7491,,
2023-08-30,"67,100",335.0,1.84,,,0.1752,0.1372,0.7463,,
2023-08-31,"66,900",335.0,1.84,,,0.1708,0.1335,0.7485,,
2023-09-01,"71,000",338.0,1.84,,,0.166,0.1295,0.7466,,
2023-09-04,"71,200",341.0,1.84,,,0.2818,0.1303,0.6297,,
2023-09-05,"70,700",340.0,1.84,,,0.2734,0.1308,0.6175,,
2023-09-06,"70,000",338.0,1.84,,,0.2665,0.1275,0.6207,,
2023-09-07,"70,400",337.0,1.84,,,0.2612,0.1256,0.6308,,
2023-09-08,"70,300",336.0,1.84,,,0.2543,0.1224,0.6175,,
2023-09-11,"70,800",338.0,1.84,,,0.2466,0.1192,0.6166,,
2023-09-12,"70,500",336.0,1.84,,,0.2407,0.118,0.6231,,
2023-09-13,"70,900",336.0,1.84,,,0.2339,0.1165,0.6233,,
2023-09-14,"71,700",341.0,1.84,,,0.2278,0.113,0.6202,,
2023-09-15,"72,000",345.0,1.84,,,0.2253,0.1237,0.6293,,
2023-09-18,"70,200",341.0,1.84,,,0.219,0.1282,0.6131,,
2023-09-19,"69,800",339.0,1.84,,,0.2339,0.1323,0.6664,,
2023-09-20,"69,600",339.0,1.84,,,0.2279,0.1303,0.6702,,
2023-09-21,"68,900",333.0,1.84,,,0.2213,0.1263,0.6693,,
2023-09-22,"68,800",332.0,1.84,,,0.2181,0.1408,0.6611,,
2023-09-25,"69,400",332.0,1.84,,,0.2115,0.137,0.6612,,
2023-09-26,"68,600",327.0,1.84,,,0.2078,0.1328,0.6526,,
2023-09-27,"68,400",327.0,1.84,,,0.2065,0.1416,0.6697,,
2023-10-04,"67,500",319.0,1.84,,,0.2005,0.1373,0.6687,,
2023-10-05,"66,700",319.0,1.84,,,0.2011,0.1644,0.674,,
2023-10-06,"66,000",319.0,1.84,,,0.2004,0.1593,0.6556,,
2023-10-10,"66,400",319.0,1.84,,,0.1986,0.1545,0.6414,,
2023-10-11,"68,200",325.0,1.84,,,0.194,0.1498,0.6367,,
2023-10-12,"68,900",329.0,1.84,,,0.215,0.1624,0.715,,
2023-10-13,"68,000",326.0,1.84,,,0.2125,0.1644,0.7262,,
2023-10-16,"67,300",323.0,1.84,,,0.2119,0.1633,0.7404,,
2023-10-17,"69,400",327.0,1.84,,,0.2093,0.1624,0.7508,,
2023-10-18,"70,500",329.0,1.84,,,0.2355,0.1645,0.7668,,
2023-10-19,"69,500",323.0,1.84,,,0.2364,0.1612,0.7707,,
2023-10-20,"68,800",318.0,1.84,,,0.2358,0.1719,0.7788,,
2023-10-23,"68,400",316.0,1.84,,,0.232,0.1774,0.7795,,
2023-10-24,"68,500",318.0,1.84,,,0.226,0.1737,0.782,,
2023-10-25,"68,000",316.0,1.84,,,0.2192,0.1702,0.7773,,
2023-10-26,"66,700",308.0,1.84,,,0.2145,0.1668,0.7816,,
2023-10-27,"67,300",309.0,1.84,,,0.2211,0.19,0.8038,,
2023-10-30,"67,300",309.0,1.84,,,0.2171,0.1847,0.8027,,
2023-10-31,"66,900",306.0,1.84,,,0.2107,0.1791,0.8029,,
2023-11-01,"68,600",310.0,1.84,,,0.2054,0.1777,0.8032,,
2023-11-02,"69,700",315.0,1.84,,,0.2218,0.1795,0.816,,
2023-11-03,"69,600",318.0,1.84,,,0.2238,0.1848,0.8314,,
2023-11-06,"70,900",334.0,1.84,,,0.217,0.183,0.8089,,
2023-11-07,"70,900",327.0,1.84,,,0.2223,0.2606,0.7581,,
2023-11-08,"69,900",324.0,1.84,,,0.2156,0.2657,0.7208,,
2023-11-09,"70,300",325.0,1.84,,,0.2162,0.2601,0.7255,,
2023-11-10,"70,500",324.0,1.84,,,0.2108,0.2525,0.7255,,
2023-11-13,"70,400",323.0,1.84,,,0.2047,0.2451,0.721,,
2023-11-14,"70,800",327.0,1.84,,,0.1985,0.2379,0.7212,,
2023-11-15,"72,200",334.0,1.84,,,0.1937,0.2356,0.7247,,
2023-11-16,"72,800",334.0,1.84,,,0.2026,0.2428,0.7592,,
2023-11-17,"72,500",332.0,1.84,,,0.1991,0.2354,0.7491,,
2023-11-20,"72,700",334.0,1.84,,,0.1937,0.2294,0.7511,,
2023-11-21,"72,800",337.0,1.84,,,0.1882,0.2237,0.7519,,
2023-11-22,"72,800",337.0,1.84,,,0.1827,0.2196,0.7464,,
2023-11-23,"72,400",337.0,1.84,,,0.1768,0.2129,0.7467,,
2023-11-24,"71,700",334.0,1.84,,,0.1728,0.2064,0.741,,
2023-11-27,"71,300",334.0,1.84,,,0.1717,0.2031,0.7498,,
2023-11-28,"72,700",338.0,1.84,,,0.1679,0.1969,0.7434,,
2023-11-29,"72,700",337.0,1.84,,,0.1796,0.1965,0.7543,,
2023-11-30,"72,800",338.0,1.84,,,0.1743,0.1909,0.7533,,
2023-12-01,"72,000",335.0,1.84,,,0.1688,0.1854,0.7534,,
2023-12-04,"72,600",336.0,1.84,,,0.1692,0.183,0.7636,,
2023-12-05,"71,200",333.0,1.84,,,0.1673,0.1779,0.7604,,
2023-12-06,"71,700",333.0,1.84,,,0.1789,0.1759,0.7588,,
2023-12-07,"71,500",333.0,1.84,,,0.1756,0.1706,0.7498,,
2023-12-08,"72,600",337.0,1.84,,,0.1706,0.1654,0.7483,,
2023-12-11,"73,000",338.0,1.84,,,0.1758,0.167,0.7706,,
2023-12-12,"73,500",340.0,1.84,,,0.1717,0.1622,0.7714,,
2023-12-13,"72,800",337.0,1.84,,,0.1686,0.159,0.7764,,
2023-12-14,"73,100",341.0,1.84,,,0.1676,0.1579,0.7873,,
2023-12-15,"73,300",344.0,1.84,,,0.1633,0.1598,0.7787,,
2023-12-18,"72,900",344.0,1.84,,,0.1587,0.1587,0.7732,,
2023-12-19,"73,400",344.0,1.84,,,0.1553,0.1538,0.766,,
2023-12-20,"74,800",350.0,1.84,,,0.1529,0.1491,0.7542,,
2023-12-21,"75,000",349.0,1.84,,,0.1655,0.1595,0.8002,,
2023-12-22,"75,900",349.0,1.84,,,0.1608,0.155,0.7917,,
2023-12-26,"76,600",350.0,1.84,,,0.1626,0.1503,0.7584,,
2023-12-27,"78,000",352.0,1.84,,,0.1617,0.1461,0.7547,,
2023-12-28,"78,500",358.0,1.84,,,0.1718,0.1434,0.7434,,
2024-01-02,"79,600",361.0,2.72,,,0.1684,0.1538,0.7277,,
2024-01-03,"77,000",351.0,2.72,,,0.172,0.1526,0.742,,
2024-01-04,"76,600",348.0,2.72,,,0.2109,0.1839,0.8355,,
2024-01-05,"76,600",347.0,2.72,,,0.2055,0.1815,0.8355,,
2024-01-08,"76,500",346.0,2.72,,,0.1992,0.1762,0.8338,,
2024-01-09,"74,700",344.0,2.72,,,0.1933,0.1712,0.8335,,
2024-01-10,"73,600",341.0,2.72,,,0.209,0.1675,0.8,,
2024-01-11,"73,200",340.0,2.72,,,0.2108,0.166,0.8093,,
2024-01-12,"73,100",338.0,2.72,,,0.2053,0.1613,0.8102,,
2024-01-15,"73,900",339.0,2.72,,,0.1994,0.1582,0.8055,,
2024-01-16,"72,600",335.0,2.72,,,0.1977,0.1537,0.8003,,
2024-01-17,"71,000",326.0,2.72,,,0.2037,0.156,0.8195,,
2024-01-18,"71,700",327.0,2.72,,,0.2157,0.1847,0.8454,,
2024-01-19,"74,700",333.0,2.72,,,0.2125,0.1794,0.8416,,
2024-01-22,"75,100",333.0,2.72,,,0.2606,0.1878,0.8471,,
2024-01-23,"75,200",335.0,2.72,,,0.2534,0.182,0.8442,,
2024-01-24,"74,000",333.0,2.72,,,0.2458,0.178,0.8395,,
2024-01-25,"74,100",334.0,2.72,,,0.2463,0.1741,0.8386,,
2024-01-26,"73,400",334.0,2.72,,,0.2389,0.1692,0.838,,
2024-01-29,"74,400",338.0,2.72,,,0.2345,0.1641,0.8275,,
2024-01-30,"74,300",337.0,2.72,,,0.2334,0.1657,0.837,,
2024-01-31,"72,700",336.0,2.72,,,0.2265,0.1611,0.8365,,
2024-02-01,"73,600",342.0,2.72,,,0.2353,0.1566,0.8047,,
2024-02-02,"75,200",353.0,2.72,,,0.233,0.1667,0.8018,,
2024-02-05,"74,300",349.0,2.72,,,0.241,0.2032,0.8089,,
2024-02-06,"74,400",348.0,2.72,,,0.2382,0.202,0.8169,,
2024-02-07,"75,000",352.0,2.72,,,0.231,0.196,0.814,,
2024-02-08,"74,100",353.0,2.72,,,0.2261,0.1952,0.8165,,
2024-02-13,"75,200",357.0,2.72,,,0.2242,0.1896,0.7848,,
2024-02-14,"74,000",353.0,2.72,,,0.2248,0.1889,0.7973,,
2024-02-15,"73,000",351.0,2.72,,,0.2268,0.1884,0.8096,,
2024-02-16,"72,800",356.0,2.72,,,0.2261,0.1839,0.8095,,
2024-02-19,"73,800",361.0,2.72,,,0.2195,0.1866,0.7583,,
2024-02-20,"73,300",357.0,2.72,,,0.2193,0.1889,0.7742,,
2024-02-21,"73,000",356.0,2.72,,,0.2143,0.1883,0.776,,
2024-02-22,"73,100",358.0,2.72,,,0.2083,0.1828,0.777,,
2024-02-23,"72,900",359.0,2.72,,,0.2021,0.1786,0.7742,,
2024-02-26,"72,800",355.0,2.72,,,0.1962,0.1734,0.7681,,
2024-02-27,"72,900",353.0,2.72,,,0.1903,0.1737,0.7503,,
2024-02-28,"73,200",357.0,2.72,,,0.1846,0.1698,0.7398,,
2024-02-29,"73,400",356.0,2.72,,,0.1797,0.1705,0.7353,,
2024-03-04,"74,900",361.0,2.72,,,0.1746,0.1656,0.7283,,
2024-03-05,"73,700",358.0,2.72,,,0.1866,0.1695,0.7602,,
2024-03-06,"72,900",356.0,2.72,,,0.1915,0.1674,0.7683,,
2024-03-07,"72,200",357.0,2.72,,,0.1904,0.1638,0.772,,
2024-03-08,"73,300",362.0,2.72,,,0.1884,0.1592,0.7411,,
2024-03-11,"72,400",358.0,2.72,,,0.1929,0.1636,0.7648,,
2024-03-12,"73,300",361.0,2.72,,,0.1921,0.1644,0.7824,,
2024-03-13,"74,100",363.0,2.72,,,0.1923,0.1626,0.7923,,
2024-03-14,"74,300",367.0,2.72,,,0.1912,0.1591,0.7955,,
2024-03-15,"72,300",359.0,2.72,,,0.1857,0.16,0.7804,,
2024-03-18,"72,800",361.0,2.72,,,0.2089,0.1772,0.8341,,
2024-03-19,"72,800",357.0,2.72,,,0.2044,0.1732,0.8369,,
2024-03-20,"76,900",363.0,2.72,,,0.1981,0.1734,0.8103,,
2024-03-21,"79,300",374.0,2.72,,,0.2869,0.1802,0.7734,,
2024-03-22,"78,900",373.0,2.72,,,0.3027,0.2098,0.8103,,
2024-03-25,"78,200",371.0,2.72,,,0.2941,0.2037,0.8108,,
2024-03-26,"79,900",375.0,2.72,,,0.2874,0.1986,0.8133,,
2024-03-27,"79,800",374.0,2.72,,,0.2908,0.197,0.8221,,
2024-03-28,"80,800",373.0,2.72,,,0.282,0.1912,0.8217,,
2024-03-29,"82,400",375.0,2.72,,,0.2777,0.1858,0.7979,,
2024-04-01,"82,000",374.0,2.72,,,0.2798,0.1812,0.794,,
2024-04-02,"85,000",376.0,2.72,,,0.2719,0.176,0.7948,,
2024-04-03,"84,100",370.0,2.72,,,0.2984,0.172,0.7536,,
2024-04-04,"85,300",376.0,2.72,,,0.2922,0.178,0.7482,,
2024-04-05,"84,500",372.0,2.72,,,0.2887,0.1838,0.7554,,
2024-04-08,"84,500",373.0,2.72,,,0.2822,0.1828,0.759,,
2024-04-09,"83,600",370.0,2.72,,,0.2736,0.1775,0.7577,,
2024-04-11,"84,100",371.0,2.72,,,0.2685,0.1749,0.7643,,
2024-04-12,"83,700",367.0,2.72,,,0.2615,0.17,0.7656,,
2024-04-15,"82,200",365.0,2.72,,,0.2541,0.1701,0.7575,,
2024-04-16,"80,000",357.0,2.72,,,0.2562,0.1663,0.7576,,
2024-04-17,"78,900",353.0,2.72,,,0.2699,0.1828,0.7992,,
2024-04-18,"79,600",359.0,2.72,,,0.2673,0.1826,0.8083,,
2024-04-19,"77,600",353.0,2.72,,,0.2613,0.1887,0.7971,,
2024-04-22,"76,100",357.0,2.72,,,0.272,0.1944,0.8216,,
2024-04-23,"75,500",356.0,2.72,,,0.2744,0.1935,0.7064,,
